-1.431591659784317017e-01,-1.880701035261154175e-01,-1.339802592992782593e-01,-1.473967730998992920e-01,1.424655765295028687e-01,-6.544262170791625977e-02,-7.805954664945602417e-04,-4.884448051452636719e-01,-6.221143156290054321e-02,3.164347028359770775e-03,5.453047156333923340e-02,3.364419341087341309e-01,1.182085424661636353e-01,-1.744779050350189209e-01,-9.816121309995651245e-02,-6.980857998132705688e-02,-4.346542060375213623e-02,-5.778826400637626648e-02,2.279513329267501831e-01,-1.435974687337875366e-01,1.455019926652312279e-03,6.596713792532682419e-04,7.514681201428174973e-04,6.400813958862272557e-07,7.990899612195789814e-04,3.410670906305313110e-04,4.847173113375902176e-04,-3.821070131380110979e-04,-2.426889550406485796e-04,-1.137455692514777184e-03
2.084361761808395386e-01,-1.958758383989334106e-01,-1.285469979047775269e-01,3.129254654049873352e-02,1.025248765945434570e-01,-1.082824617624282837e-01,3.009760975837707520e-01,-2.194857895374298096e-01,-1.422635000199079514e-02,-5.733044445514678955e-02,-1.698816753923892975e-02,2.235703021287918091e-01,2.976820804178714752e-02,-2.721839845180511475e-01,1.174973770976066589e-01,-1.415530741214752197e-01,7.170582562685012817e-02,-2.314733713865280151e-01,2.201565206050872803e-01,-2.230999022722244263e-01,-2.989730099216103554e-03,-5.515788216143846512e-04,1.069220481440424919e-03,-2.530834171921014786e-04,-1.551156165078282356e-03,-6.668203277513384819e-04,-2.872736658900976181e-04,6.892618694109842181e-05,-1.249685417860746384e-03,5.520221893675625324e-04
2.748060226440429688e-01,2.189320474863052368e-01,4.639150947332382202e-02,1.506710648536682129e-01,2.470432817935943604e-01,2.153931260108947754e-01,-9.106972068548202515e-02,2.475903928279876709e-01,-8.767591416835784912e-02,-2.506831586360931396e-01,1.495724171400070190e-01,-2.471132576465606689e-01,1.109277456998825073e-02,2.603643834590911865e-01,-1.326345838606357574e-02,3.005962371826171875e-01,6.705559045076370239e-02,-9.032801538705825806e-02,-1.052134335041046143e-01,-5.457186698913574219e-02,-6.243609823286533356e-03,-1.518158125691115856e-03,1.433752127923071384e-03,3.126149240415543318e-04,-3.098565852269530296e-03,-9.895433904603123665e-04,-9.718323126435279846e-04,3.828119370155036449e-04,-6.347888847813010216e-05,3.023629309609532356e-03
4.776162505149841309e-01,-3.472205102443695068e-01,-2.573487162590026855e-01,2.126937806606292725e-01,-9.814099222421646118e-02,-2.553842030465602875e-02,-3.063982725143432617e-01,-1.960322856903076172e-01,-1.034444272518157959e-01,-2.587200701236724854e-02,9.575212746858596802e-02,-3.182085156440734863e-01,3.726461529731750488e-02,-2.373107522726058960e-01,-3.397434717044234276e-03,-1.800999194383621216e-01,1.012884080410003662e-01,-9.325999021530151367e-02,-6.518924236297607422e-02,-9.207710623741149902e-02,-4.130464512854814529e-03,-6.805877201259136200e-04,2.241331967525184155e-04,-3.688570868689566851e-04,-2.452640561386942863e-03,-7.522889645770192146e-04,-8.992204675450921059e-05,-1.353160623693838716e-04,-1.757586607709527016e-03,4.904234083369374275e-04
1.710247844457626343e-01,1.754816621541976929e-01,2.375954836606979370e-01,-1.441667526960372925e-01,-4.960974305868148804e-02,-9.790549520403146744e-04,-5.085299909114837646e-02,-3.316328674554824829e-02,7.485444843769073486e-02,1.553803235292434692e-01,7.552450150251388550e-02,-1.214060932397842407e-02,2.850003354251384735e-02,2.671290040016174316e-01,2.291841655969619751e-01,3.259225189685821533e-02,1.131427213549613953e-01,7.526725530624389648e-02,1.438793689012527466e-01,2.964004874229431152e-01,1.048787031322717667e-03,-2.089367189910262823e-04,-1.900346484035253525e-03,-3.946117358282208443e-04,4.603239358402788639e-04,2.718468931561801583e-05,-2.645156346261501312e-04,-3.148100513499230146e-04,5.214958800934255123e-04,-2.684706414584070444e-04
-3.393402695655822754e-01,-9.451825916767120361e-02,-2.930406853556632996e-02,1.047890335321426392e-01,-1.613882184028625488e-01,-1.483037918806076050e-01,-1.849208585917949677e-02,-1.516074538230895996e-01,1.541516631841659546e-01,8.386571705341339111e-02,-3.922922164201736450e-02,-2.777237892150878906e-01,1.961686648428440094e-02,-2.844566106796264648e-01,-1.406548172235488892e-01,-1.784900128841400146e-01,7.426633685827255249e-02,8.119771257042884827e-03,7.668814063072204590e-02,-3.978066444396972656e-01,2.441375283524394035e-03,7.285892497748136520e-04,-1.034722314216196537e-03,-7.438328466378152370e-04,1.166521338745951653e-03,3.334411303512752056e-05,7.156543433666229248e-04,-8.645934940432198346e-06,-3.965670475736260414e-04,-1.611729385331273079e-03
-2.556975372135639191e-02,-1.772101521492004395e-01,7.681126147508621216e-02,-7.282485812902450562e-02,1.789990626275539398e-02,-4.395268857479095459e-03,6.032650917768478394e-02,-1.039226353168487549e-01,9.026856161653995514e-03,-1.979334205389022827e-01,-2.575460635125637054e-02,3.398401737213134766e-01,-1.593796722590923309e-02,-1.011779182590544224e-03,-4.503726214170455933e-02,8.135734498500823975e-02,2.328882366418838501e-02,6.161293759942054749e-02,-1.684227883815765381e-01,-7.267278432846069336e-02,7.504695677198469639e-04,-5.378160858526825905e-04,-9.023192251333966851e-05,-2.270723925903439522e-04,4.910260322503745556e-04,-5.373237072490155697e-04,-9.059436270035803318e-04,-4.689756024163216352e-04,1.592477899976074696e-03,1.013577057165093720e-04
-1.469326764345169067e-01,1.473829001188278198e-01,3.988942503929138184e-01,2.136258333921432495e-01,-3.358396589756011963e-01,-4.714738205075263977e-02,4.898839816451072693e-02,2.806194424629211426e-01,-8.908779919147491455e-02,7.867097109556198120e-02,2.400580644607543945e-01,-5.709247291088104248e-02,2.614926099777221680e-01,3.597040474414825439e-01,-4.345519095659255981e-02,-7.791349291801452637e-02,-3.955009579658508301e-01,1.667777746915817261e-01,-1.644536256790161133e-01,8.242853917181491852e-03,2.018813742324709892e-03,1.489750720793381333e-04,-1.106556504964828491e-03,4.559170629363507032e-04,8.134031668305397034e-04,9.253172320313751698e-04,-7.183702546171844006e-04,-2.597864367999136448e-04,2.133439294993877411e-03,9.368291357532143593e-04
1.621903032064437866e-01,-2.003080695867538452e-01,-1.627216041088104248e-01,-4.492684826254844666e-02,1.373285949230194092e-01,1.436517089605331421e-01,-1.357764154672622681e-01,-2.086677215993404388e-02,4.057843238115310669e-02,-4.245164617896080017e-02,-1.203746628016233444e-02,-1.899533122777938843e-01,-6.540103256702423096e-02,1.012422069907188416e-01,2.076612412929534912e-02,-2.664957344532012939e-01,-2.447548322379589081e-04,-1.464484184980392456e-01,6.450263410806655884e-02,-3.646900057792663574e-01,-4.072341602295637131e-03,-8.936086087487637997e-04,1.286555430851876736e-03,-1.165051144198514521e-04,-1.789237023331224918e-03,-8.048128220252692699e-04,-7.054790039546787739e-04,1.250880595762282610e-04,-2.050913899438455701e-04,1.513693132437765598e-03
-2.174408584833145142e-01,-2.967884577810764313e-02,-2.208579182624816895e-01,-1.317088901996612549e-01,-1.662461459636688232e-01,7.103674858808517456e-02,2.906200708821415901e-03,5.605328828096389771e-02,-1.182524114847183228e-02,1.916342414915561676e-02,-1.651012748479843140e-01,-1.434187870472669601e-02,-5.906093865633010864e-02,-2.237031012773513794e-01,-1.826745718717575073e-01,-1.146486625075340271e-01,-2.132658064365386963e-01,-7.004559785127639771e-02,-2.835642099380493164e-01,-1.045229882001876831e-01,4.604336339980363846e-03,1.764599001035094261e-03,-2.645646454766392708e-03,-6.864515016786754131e-04,1.953916158527135849e-03,7.954011671245098114e-04,1.585934660397469997e-03,-4.770822997670620680e-04,-1.882923301309347153e-03,-3.603941295295953751e-03
4.536261782050132751e-02,-1.567617803812026978e-01,-2.973814308643341064e-01,-1.301777511835098267e-01,-4.078216478228569031e-02,-2.701891362667083740e-01,-7.302539795637130737e-02,-2.461220026016235352e-01,-2.152755297720432281e-02,6.285878363996744156e-03,2.968065254390239716e-02,5.761200562119483948e-02,-1.561487372964620590e-02,-1.272881329059600830e-01,-6.242240592837333679e-02,-1.322683691978454590e-01,-3.898993600159883499e-03,-2.669928371906280518e-01,1.181421652436256409e-01,-4.895222187042236328e-02,-4.849574761465191841e-04,1.783653715392574668e-04,1.862820354290306568e-03,-9.518351289443671703e-04,-1.268268242711201310e-04,-9.546257206238806248e-04,4.315910628065466881e-04,-3.758093807846307755e-04,-1.886710408143699169e-03,-1.624460099264979362e-03
