-2.321638166904449463e-01,-2.157206386327743530e-01,1.285353600978851318e-01,1.255467236042022705e-01,2.037719637155532837e-01,3.768172860145568848e-01,7.278574705123901367e-01,4.920294880867004395e-01,-3.927412629127502441e-01,-2.357618957757949829e-01,1.445619910955429077e-01,4.369536936283111572e-01,6.756477057933807373e-02,4.866604879498481750e-02,7.243472933769226074e-01
-6.462761014699935913e-02,1.488446444272994995e-01,-1.732613444328308105e-01,2.625331878662109375e-01,5.284272134304046631e-03,-1.318722814321517944e-01,-4.039952456951141357e-01,-8.288057148456573486e-02,-6.668675690889358521e-02,4.767950251698493958e-02,4.908318072557449341e-02,-4.946601390838623047e-02,2.102779746055603027e-01,-1.620147377252578735e-01,-1.726329326629638672e-01
5.177202820777893066e-01,1.174098029732704163e-01,-3.881334066390991211e-01,1.564226150512695312e-01,-3.158043920993804932e-01,7.790093123912811279e-02,-7.205338478088378906e-01,-4.429975748062133789e-01,-6.543162278831005096e-03,2.810715138912200928e-01,7.885388284921646118e-02,-3.437933027744293213e-01,-5.985571071505546570e-02,5.503003671765327454e-02,-6.281282901763916016e-01
-4.513237476348876953e-01,2.178411334753036499e-01,2.849133312702178955e-01,-7.092846184968948364e-02,1.571136265993118286e-01,2.654874920845031738e-01,5.727631449699401855e-01,1.850719004869461060e-01,-4.559815675020217896e-02,-3.397003412246704102e-01,7.124424725770950317e-02,-1.939839124679565430e-02,-2.130676507949829102e-01,2.287580221891403198e-01,6.354116201400756836e-01
-1.423338204622268677e-01,-7.852263748645782471e-02,3.782465755939483643e-01,1.196135804057121277e-01,-6.018584594130516052e-03,-9.932282567024230957e-02,5.078418850898742676e-01,3.469494730234146118e-02,-3.393453061580657959e-01,-2.725664973258972168e-01,-1.537257432937622070e-01,-1.780003607273101807e-01,-1.961352825164794922e-01,-2.215017229318618774e-01,4.230561852455139160e-01
-1.345516443252563477e-01,1.596127599477767944e-01,1.484537869691848755e-01,-2.707130312919616699e-01,6.146418675780296326e-02,3.987084329128265381e-02,2.688749730587005615e-01,1.127104461193084717e-01,2.718064934015274048e-03,1.454908847808837891e-01,-8.884125202894210815e-02,-2.453405708074569702e-01,-2.876435220241546631e-01,2.096006572246551514e-01,2.142125815153121948e-01
-9.980261325836181641e-03,7.248502224683761597e-02,2.618765830993652344e-01,-2.691939473152160645e-01,-2.664861381053924561e-01,-2.225721031427383423e-01,-2.794757671654224396e-02,-7.250506430864334106e-02,-2.252338975667953491e-01,-1.981587111949920654e-01,-1.600802391767501831e-01,1.122299656271934509e-01,1.754566133022308350e-01,1.342742294073104858e-01,5.768034234642982483e-02
2.311473637819290161e-01,3.033682890236377716e-02,-1.926854252815246582e-01,1.270717531442642212e-01,-1.145222410559654236e-01,-1.633515655994415283e-01,4.937284812331199646e-02,-1.842394173145294189e-01,3.369376063346862793e-02,6.044244766235351562e-02,2.695040702819824219e-01,-2.233444526791572571e-02,1.259842664003372192e-01,-8.351890742778778076e-02,-2.778649628162384033e-01
-3.046129643917083740e-01,2.149261087179183960e-01,2.814758010208606720e-02,-5.435652099549770355e-03,3.536478281021118164e-01,1.437356788665056229e-02,3.361950516700744629e-01,3.718137443065643311e-01,1.956424862146377563e-01,-2.328982576727867126e-02,4.269030317664146423e-02,2.207163125276565552e-01,-1.616172045469284058e-01,-1.788568943738937378e-01,3.035124540328979492e-01
1.684606224298477173e-01,-1.907972246408462524e-02,1.507536470890045166e-01,-9.405413269996643066e-02,-1.917616426944732666e-01,-4.241000115871429443e-02,-5.600651353597640991e-02,-7.250562310218811035e-02,-2.253268957138061523e-01,2.144399434328079224e-01,2.178778797388076782e-01,-1.148664429783821106e-01,2.236754819750785828e-02,8.971371501684188843e-02,-2.874295227229595184e-02
-6.921502947807312012e-01,-2.033812403678894043e-01,4.758318364620208740e-01,2.211079597473144531e-01,-8.931165933609008789e-02,2.638857364654541016e-01,7.023937255144119263e-02,1.372513622045516968e-01,1.767795830965042114e-01,-2.512656450271606445e-01,-2.407684326171875000e-01,4.395179450511932373e-01,5.311689525842666626e-02,-1.761893159709870815e-03,4.072452783584594727e-01
5.378776695579290390e-03,1.688127368688583374e-01,-9.079708904027938843e-02,1.428794860839843750e-01,2.272465080022811890e-01,-6.030548363924026489e-03,-4.425740540027618408e-01,1.057327017188072205e-01,1.903460621833801270e-01,1.596552878618240356e-01,6.569682061672210693e-02,1.738498508930206299e-01,-2.142401188611984253e-01,1.088766902685165405e-01,-2.199815213680267334e-01
5.978977680206298828e-01,-1.081192567944526672e-01,-3.516321182250976562e-01,-6.317313760519027710e-02,-3.771921396255493164e-01,-2.826085090637207031e-01,-7.892567664384841919e-02,-1.432165950536727905e-01,2.585155330598354340e-02,1.413657367229461670e-01,8.381300419569015503e-02,-3.822314739227294922e-01,-1.271714270114898682e-01,-2.891341447830200195e-01,1.095101386308670044e-01
5.757784843444824219e-01,-1.560576409101486206e-01,-3.664505183696746826e-01,1.626812517642974854e-01,-1.588693112134933472e-01,-2.570390701293945312e-01,-2.746665477752685547e-01,1.112835109233856201e-01,-2.233840823173522949e-01,-8.589906990528106689e-02,2.287705391645431519e-01,-4.681038856506347656e-01,-2.079835720360279083e-02,5.356130003929138184e-02,2.356110364198684692e-01
-6.930511444807052612e-03,-1.667176038026809692e-01,-3.232144415378570557e-01,2.817444801330566406e-01,1.465918123722076416e-01,-4.503829032182693481e-02,1.354990452527999878e-01,1.963484734296798706e-01,2.842490971088409424e-01,2.578378021717071533e-01,2.280495911836624146e-01,1.363173723220825195e-01,-1.487703323364257812e-01,7.600346207618713379e-02,2.699822485446929932e-01
